last_name,first_name,years_lived,position_type,position_department,position_years,source,Column 8
Hagerup,George Francis,1853-1921,str,FIN,1895,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,George Francis,1853-1921,stm,,1895,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,George Francis,1853-1921,også sjef for,JD,1895-1897,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,George Francis,1853-1921,også sjef for,RevD,1897,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,George Francis,1853-1921,stm,,1903,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,George Francis,1853-1921,også sjef for,JD,1903-1905,"Hagerup, George Francis (1853-1921) str JD 1893-1894, str S 1894-1895, str FIN 1895, stm 1895-1898, også sjef for JD 1895-1897, også sjef for RevD 1897, stm 1903-1905, også sjef for JD 1903-1905",
Hagerup,Henrik Steffens,1806-1859,str,MarD,1856,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str,MarD,1856,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str int,S,1857,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str,MarD,1857,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str,S,1857-1858,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str,MarD,1858,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Henrik Steffens,1806-1859,str,MarD,1858-1859,"Hagerup, Henrik Steffens (1806-1859) str MarD 1856, str MarD 1856, str int S 1857, str MarD 1857, str S 1857-1858, str MarD 1858, str MarD 1858-1859",
Hagerup,Mathias,1767-1822,esekr,S,1814-22,"Hagerup, Mathias (1767-1822) esekr S 1814-22, kst stsekr S 1822, kst str S 1822",
Hagerup,Mathias,1767-1822,kst stsekr,S,1822,"Hagerup, Mathias (1767-1822) esekr S 1814-22, kst stsekr S 1822, kst str S 1822",
Hagerup,Mathias,1767-1822,kst str,S,1822,"Hagerup, Mathias (1767-1822) esekr S 1814-22, kst stsekr S 1822, kst str S 1822",
Haldorsen,Berit Kristine,1932-,stsekr,KAD,1978-1979,"Haldorsen, Berit Kristine (1932-) stsekr KAD 1978-1979, stsekr SOS 1979-1980",
Haldorsen,Berit Kristine,1932-,stsekr,SOS,1979-1980,"Haldorsen, Berit Kristine (1932-) stsekr KAD 1978-1979, stsekr SOS 1979-1980",
Halvorsen,Audun,1978-,pol rådg,FD,2013-,"Halvorsen, Audun (1978-)pol rådg FD 2013-",
Halvorsen,Einfrid Daghild,1937-,stsekr,KAD,1986-1987,"Halvorsen, Einfrid Daghild (1937-) stsekr KAD 1986-1987, str FAD 1988-1989",
Halvorsen,Einfrid Daghild,1937-,str,FAD,1988-1989,"Halvorsen, Einfrid Daghild (1937-) stsekr KAD 1986-1987, str FAD 1988-1989",
Halvorsen,Johan Magnus,1853-1922,str,FIN,1907-1908,"Halvorsen, Johan Magnus (1853-1922) str FIN 1907-1908",
Halvorsen,Kristin,1960-,str,FIN,2005-2009,"Halvorsen, Kristin (1960-) str FIN 2005-2009, str KD (b og gr oppl) 2009-2012også str BLD 2012, str KD 2012-2013",
Halvorsen,Kristin,1960-,str,KD (b og gr oppl),2009-2012også str BLD 2012,"Halvorsen, Kristin (1960-) str FIN 2005-2009, str KD (b og gr oppl) 2009-2012også str BLD 2012, str KD 2012-2013",
Halvorsen,Kristin,1960-,str,KD,2012-2013,"Halvorsen, Kristin (1960-) str FIN 2005-2009, str KD (b og gr oppl) 2009-2012også str BLD 2012, str KD 2012-2013",
Halvorsen,Otto Bahr,1872-1923,stm,,1920,"Halvorsen, Otto Bahr (1872-1923) stm 1920-1921, også sjef for JD 1920-1921, stm 1923, også sjef for JD 1923",
Halvorsen,Otto Bahr,1872-1923,også sjef for,JD,1920-1921,"Halvorsen, Otto Bahr (1872-1923) stm 1920-1921, også sjef for JD 1920-1921, stm 1923, også sjef for JD 1923",
Halvorsen,Otto Bahr,1872-1923,stm,,1923,"Halvorsen, Otto Bahr (1872-1923) stm 1920-1921, også sjef for JD 1920-1921, stm 1923, også sjef for JD 1923",
Halvorsen,Otto Bahr,1872-1923,også sjef for,JD,1923,"Halvorsen, Otto Bahr (1872-1923) stm 1920-1921, også sjef for JD 1920-1921, stm 1923, også sjef for JD 1923",
Halvorsen,Tor,1930-1987,str,MD,1973-1974,"Halvorsen, Tor (1930-1987) str MD 1973-1974, str SOS 1974-1976",
Halvorsen,Tor,1930-1987,str,SOS,1974-1976,"Halvorsen, Tor (1930-1987) str MD 1973-1974, str SOS 1974-1976",
Hamar,Atle,1964-,pol rådg,SD,1997-1999,"Hamar, Atle (1964-) pol rådg SD 1997-1999, pol rådg JD 1999, stsekr JD 1999-2000",
Hamar,Atle,1964-,pol rådg,JD,1999,"Hamar, Atle (1964-) pol rådg SD 1997-1999, pol rådg JD 1999, stsekr JD 1999-2000",
Hamar,Atle,1964-,stsekr,JD,1999-2000,"Hamar, Atle (1964-) pol rådg SD 1997-1999, pol rådg JD 1999, stsekr JD 1999-2000",
Hambro,Christian,1946-,stsekr,JD,1986,"Hambro, Christian (1946-) stsekr JD 1986",
Hammer,Helle,1965-,stsekr,NHD,2001-2004,"Hammer, Helle (1965-) stsekr NHD 2001-2004, stsekr (kst) FIN 2004-2005",
Hammer,Helle,1965-,kst stsekr,FIN,2004-2005,"Hammer, Helle (1965-) stsekr NHD 2001-2004, stsekr (kst) FIN 2004-2005",
Hammerstad,Oddmund Håvard,1942-,stsekr,FD,1981-1986,"Hammerstad, Oddmund Håvard (1942-) stsekr FD 1981-1986",
Handal,Nils Kristoffer,1906-1992,str,IND,1953-1955,"Handal, Nils Kristoffer (1906-1992) str IND 1953-1955, str FD 1955-1961",
Handal,Nils Kristoffer,1906-1992,str,FD,1955-1961,"Handal, Nils Kristoffer (1906-1992) str IND 1953-1955, str FD 1955-1961",
Handegard,Sigrid Brattabø,1963-,pol rådg,SD,2009-2012,"Handegard, Sigrid Brattabø (1963-)pol rådg SD 2009-2012, pol rådg SD 2012-2013 ",
Handegard,Sigrid Brattabø,1963-,pol rådg,SD,2012-2013 ,"Handegard, Sigrid Brattabø (1963-)pol rådg SD 2009-2012, pol rådg SD 2012-2013 ",
Handeland,Gisle,1943-,pers sekr,SD,1990-1992,"Handeland, Gisle (1943-) pers sekr SD 1990-1992, pers rådg SD 1992, pol rådg SD 1992-1994, stsekr SD 1994-1995",
Handeland,Gisle,1943-,pers rådg,SD,1992,"Handeland, Gisle (1943-) pers sekr SD 1990-1992, pers rådg SD 1992, pol rådg SD 1992-1994, stsekr SD 1994-1995",
Handeland,Gisle,1943-,pol rådg,SD,1992-1994,"Handeland, Gisle (1943-) pers sekr SD 1990-1992, pers rådg SD 1992, pol rådg SD 1992-1994, stsekr SD 1994-1995",
Handeland,Gisle,1943-,stsekr,SD,1994-1995,"Handeland, Gisle (1943-) pers sekr SD 1990-1992, pers rådg SD 1992, pol rådg SD 1992-1994, stsekr SD 1994-1995",
error,,,,,,"Hanisch, (Theodor Harald) Ted (1947-) stsekr SMK 1986-1989",
Hansen,David,1978-,pol rådg,UD (utv),2001-2005,"Hansen, David (1978-) pol rådg UD (utv) 2001-2005",
Hansen,Emil Hans,1950-,stsekr,SOS,1987-1988,"Hansen, Emil Hans (1950-) stsekr SOS 1987-1988",
Hansen,Erlend,1961-,pol rådg,FID,1994-1995,"Hansen, Erlend (1961-) pol rådg FID 1994-1995",
Hansen,Hans Christian Albert,1847-1925,str,ABD,1903-1905,"Hansen, Hans Christian Albert (1847-1925) str ABD 1903-1905",
error,,,,,,"Hansen, Lisbeth Berg - se Berg-Hansen, Lisbeth",
Hansen,Rolf Arthur,1920-2006,pers sekr,SOS,1956-1959,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Rolf Arthur,1920-2006,str,FD,1976-1979,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Rolf Arthur,1920-2006,str,MD,1979-1981,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Rolf Arthur,1920-2006,også nord samarbm,,1980,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Rolf Arthur,1920-2006,str,MD,1981,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Rolf Arthur,1920-2006,også nord samarbm,,1981,"Hansen, Rolf Arthur (1920-2006) pers sekr SOS 1956-1959, str FD 1976-1979, str MD 1979-1981, også nord samarbm 1980-1981, str MD 1981, også nord samarbm 1981",
Hansen,Svein Roald,1949-,pers rådg,SMK,1986-1989,"Hansen, Svein Roald (1949-) pers rådg SMK 1986-1989, stsekr SMK 1992-1995",
Hansen,Svein Roald,1949-,stsekr,SMK,1992-1995,"Hansen, Svein Roald (1949-) pers rådg SMK 1986-1989, stsekr SMK 1992-1995",
Hansgaard,Odd Erik,1949-,stsekr,NOE,1995-1996,"Hansgaard, Odd Erik (1949-) stsekr NOE 1995-1996",
Hanssen,Bjarne Håkon,1962-,str,LD,2000-2001,"Hanssen, Bjarne Håkon (1962-) str LD 2000-2001, str ASD 2005, str AID 2006-2008, str HOD 2008-2009, også str AID 2009",
Hanssen,Bjarne Håkon,1962-,str,ASD,2005,"Hanssen, Bjarne Håkon (1962-) str LD 2000-2001, str ASD 2005, str AID 2006-2008, str HOD 2008-2009, også str AID 2009",
Hanssen,Bjarne Håkon,1962-,str,AID,2006-2008,"Hanssen, Bjarne Håkon (1962-) str LD 2000-2001, str ASD 2005, str AID 2006-2008, str HOD 2008-2009, også str AID 2009",
Hanssen,Bjarne Håkon,1962-,str,HOD,2008-2009,"Hanssen, Bjarne Håkon (1962-) str LD 2000-2001, str ASD 2005, str AID 2006-2008, str HOD 2008-2009, også str AID 2009",
Hanssen,Bjarne Håkon,1962-,også str,AID,2009,"Hanssen, Bjarne Håkon (1962-) str LD 2000-2001, str ASD 2005, str AID 2006-2008, str HOD 2008-2009, også str AID 2009",
Hanssen,Jan Terjer,1944-,pers sekr,SOS,1977,"Hanssen, Jan Terjer (1944-) pers sekr SOS 1977",
Hanssen,Kjell,1932-,stsekr,HSD,1969-1971,"Hanssen, Kjell (1932-) stsekr HSD 1969-1971, stsekr IND 1984-1986, stsekr SMK 1989-1990",
Hanssen,Kjell,1932-,stsekr,IND,1984-1986,"Hanssen, Kjell (1932-) stsekr HSD 1969-1971, stsekr IND 1984-1986, stsekr SMK 1989-1990",
Hanssen,Kjell,1932-,stsekr,SMK,1989-1990,"Hanssen, Kjell (1932-) stsekr HSD 1969-1971, stsekr IND 1984-1986, stsekr SMK 1989-1990",
Hanssen,Lars Joakim,1975-,pol rådg,LMD,2013-,"Hanssen, Lars Joakim (1975-)pol rådg LMD 2013-",
Hansteen,Kirsten,1903-1974,kons str,SOS,1945,"Hansteen, Kirsten (1903-1974) kons str SOS 1945",
error,,,,,,Harald V (1937-) konge 1991 -,
Haraldseth,Leif,1929-,str,KAD,1986-1987,"Haraldseth, Leif (1929-) str KAD 1986-1987",
Harbek,Ole Fingalf,1887-1974,adm,JD,1940,"Harbek, Ole Fingalf (1887-1974) adm JD 1940",
Harbitz,Johannes Winding,1831-1917,str,S,1893-1894,"Harbitz, Johannes Winding (1831-1917) str S 1893-1894, str FD 1894-1895, str RevD 1895",
Harbitz,Johannes Winding,1831-1917,str,FD,1894-1895,"Harbitz, Johannes Winding (1831-1917) str S 1893-1894, str FD 1894-1895, str RevD 1895",
Harbitz,Johannes Winding,1831-1917,str,RevD,1895,"Harbitz, Johannes Winding (1831-1917) str S 1893-1894, str FD 1894-1895, str RevD 1895",
Hareide,Knut Arild,1972-,pol rådg,KUF,1988-2000,"Hareide, Knut Arild (1972-) pol rådg KUF 1988-2000, stsekr FIN 2001-2003, str MD 2004-2005",
Hareide,Knut Arild,1972-,stsekr,FIN,2001-2003,"Hareide, Knut Arild (1972-) pol rådg KUF 1988-2000, stsekr FIN 2001-2003, str MD 2004-2005",
Hareide,Knut Arild,1972-,str,MD,2004-2005,"Hareide, Knut Arild (1972-) pol rådg KUF 1988-2000, stsekr FIN 2001-2003, str MD 2004-2005",
Harila,Kåre,1935-,stsekr,SD,1989-1990,"Harila, Kåre (1935-) stsekr SD 1989-1990",
Harlem,Gudmund,1917-1988,str,SOS,1955-1961,"Harlem, Gudmund (1917-1988) str SOS 1955-1961, str FD 1961-1963, str FD 1963-1965",
Harlem,Gudmund,1917-1988,str,FD,1961-1963,"Harlem, Gudmund (1917-1988) str SOS 1955-1961, str FD 1961-1963, str FD 1963-1965",
Harlem,Gudmund,1917-1988,str,FD,1963-1965,"Harlem, Gudmund (1917-1988) str SOS 1955-1961, str FD 1961-1963, str FD 1963-1965",
Harlem,Hanne,1964-,pers sekr,FFD,1990,"Harlem, Hanne (1964-) pers sekr FFD 1990, pers sekr BFD 1991, str JD 2000-2001",
Harlem,Hanne,1964-,pers sekr,BFD,1991,"Harlem, Hanne (1964-) pers sekr FFD 1990, pers sekr BFD 1991, str JD 2000-2001",
Harlem,Hanne,1964-,str,JD,2000-2001,"Harlem, Hanne (1964-) pers sekr FFD 1990, pers sekr BFD 1991, str JD 2000-2001",
Harsvik,Wegard Håkon,1967-,pol rådg,KUF,2000-2001,"Harsvik, Wegard Håkon (1967-) pol rådg KUF 2000-2001, stsekr HOD 2005-2007,stsekr KKD 2007-2009",
Harsvik,Wegard Håkon,1967-,stsekr,HOD,2005-2007,"Harsvik, Wegard Håkon (1967-) pol rådg KUF 2000-2001, stsekr HOD 2005-2007,stsekr KKD 2007-2009",
Harsvik,Wegard Håkon,1967-,stsekr,KKD,2007-2009,"Harsvik, Wegard Håkon (1967-) pol rådg KUF 2000-2001, stsekr HOD 2005-2007,stsekr KKD 2007-2009",
Hartmann,Paul Ernst Wilhelm,1878-1974,kons str,,1941,"Hartmann, Paul Ernst Wilhelm (1878-1974) kons str 1941, fung str FIN 1941-1942, kons str 1942, str FIN 1942-1945, medl regj del 1945 – sjef for LD",
Hartmann,Paul Ernst Wilhelm,1878-1974,fung str,FIN,1941-1942,"Hartmann, Paul Ernst Wilhelm (1878-1974) kons str 1941, fung str FIN 1941-1942, kons str 1942, str FIN 1942-1945, medl regj del 1945 – sjef for LD",
Hartmann,Paul Ernst Wilhelm,1878-1974,kons str,,1942,"Hartmann, Paul Ernst Wilhelm (1878-1974) kons str 1941, fung str FIN 1941-1942, kons str 1942, str FIN 1942-1945, medl regj del 1945 – sjef for LD",
Hartmann,Paul Ernst Wilhelm,1878-1974,str,FIN,1942-1945,"Hartmann, Paul Ernst Wilhelm (1878-1974) kons str 1941, fung str FIN 1941-1942, kons str 1942, str FIN 1942-1945, medl regj del 1945 – sjef for LD",
Hartmann,Paul Ernst Wilhelm,1878-1974,medl regj del 1945 – sjef for,LD,,"Hartmann, Paul Ernst Wilhelm (1878-1974) kons str 1941, fung str FIN 1941-1942, kons str 1942, str FIN 1942-1945, medl regj del 1945 – sjef for LD",
Harwiss,Hilde Elise Lytomt,1968-,vik pol rådg,JD,2002-2003,"Harwiss, Hilde Elise Lytomt (1968-) vik pol rådg JD 2002-2003",
Hasund,Sigvald Mathias,1868-1959,str,KUD,1928-1931,"Hasund, Sigvald Mathias (1868-1959) str KUD 1928-1931",
Hatlevik,Hallgeir Utne,1950-,pol rådg,UD (hs),1995-1996,"Hatlevik, Hallgeir Utne (1950-) pol rådg UD (hs) 1995-1996",
Hauan,Haakon,1871-1961,str,IndforD,1918-1920,"Hauan, Haakon (1871-1961) str IndforD 1918-1920",
Haug,Magne,1947-,pers sekr,SOS,1986,"Haug, Magne (1947-) pers sekr SOS 1986",
Hauge,Hans Nilsen,1853-1931,str,KUD,1903-1905,"Hauge, Hans Nilsen (1853-1931) str KUD 1903-1905",
Hauge,Jens Christian,1915-2006,stmsekr,,1945,"Hauge, Jens Christian (1915-2006) stmsekr 1945, str FD 1945-1951, str FD 1951-1952, str JD 1955",
Hauge,Jens Christian,1915-2006,str,FD,1945-1951,"Hauge, Jens Christian (1915-2006) stmsekr 1945, str FD 1945-1951, str FD 1951-1952, str JD 1955",
Hauge,Jens Christian,1915-2006,str,FD,1951-1952,"Hauge, Jens Christian (1915-2006) stmsekr 1945, str FD 1945-1951, str FD 1951-1952, str JD 1955",
Hauge,Jens Christian,1915-2006,str,JD,1955,"Hauge, Jens Christian (1915-2006) stmsekr 1945, str FD 1945-1951, str FD 1951-1952, str JD 1955",
Hauge,Kristian Dahlberg,1977-,stsekr,AD,2013,"Hauge, Kristian Dahlberg (1977-)stsekr AD 2013, stsekr ASD 2014-",
Hauge,Kristian Dahlberg,1977-,stsekr,ASD,2014-,"Hauge, Kristian Dahlberg (1977-)stsekr AD 2013, stsekr ASD 2014-",
Haugeland,Trygve,1914-1998,str,MD,1972-1973,"Haugeland, Trygve (1914-1998) str MD 1972-1973",
Haugen,Eirik,1952-,pers sekr,IND,1986-1987,"Haugen, Eirik (1952-) pers sekr IND 1986-1987, pers sekr ND 1988-1989, pers rådg IND 1992, pol rådg IND 1992, pol rådg OED 1993",
Haugen,Eirik,1952-,pers sekr,ND,1988-1989,"Haugen, Eirik (1952-) pers sekr IND 1986-1987, pers sekr ND 1988-1989, pers rådg IND 1992, pol rådg IND 1992, pol rådg OED 1993",
Haugen,Eirik,1952-,pers rådg,IND,1992,"Haugen, Eirik (1952-) pers sekr IND 1986-1987, pers sekr ND 1988-1989, pers rådg IND 1992, pol rådg IND 1992, pol rådg OED 1993",
Haugen,Eirik,1952-,pol rådg,IND,1992,"Haugen, Eirik (1952-) pers sekr IND 1986-1987, pers sekr ND 1988-1989, pers rådg IND 1992, pol rådg IND 1992, pol rådg OED 1993",
Haugen,Eirik,1952-,pol rådg,OED,1993,"Haugen, Eirik (1952-) pers sekr IND 1986-1987, pers sekr ND 1988-1989, pers rådg IND 1992, pol rådg IND 1992, pol rådg OED 1993",
Haugen,Jakob,1922-2001,pers sekr,LD,1964-1965,"Haugen, Jakob (1922-2001) pers sekr LD 1964-1965",
Haugestad,Per Thelin,1933-,pers sekr,UD,1970-1971,"Haugestad, Per Thelin (1933-) pers sekr UD 1970-1971",
Haugland,Baard Madsen,1835-1896,str,FIN,1884-1888,"Haugland, Baard Madsen (1835-1896) str FIN 1884-1888, str S 1888-1889, str S 1895-1896",
Haugland,Baard Madsen,1835-1896,str,S,1888-1889,"Haugland, Baard Madsen (1835-1896) str FIN 1884-1888, str S 1888-1889, str S 1895-1896",
Haugland,Baard Madsen,1835-1896,str,S,1895-1896,"Haugland, Baard Madsen (1835-1896) str FIN 1884-1888, str S 1888-1889, str S 1895-1896",
Haugland,Edvard,1939-1996,pers sekr,KUD,1988-1989,"Haugland, Edvard (1939-1996) pers sekr KUD 1988-1989",
Haugland,Egil,1947-,pers sekr,HSD,1972-1973,"Haugland, Egil (1947-) pers sekr HSD 1972-1973",
Haugland,Jens,1910-1991,str,JD,1955-1963,"Haugland, Jens (1910-1991) str JD 1955-1963, str KAD 1963-1965",
Haugland,Jens,1910-1991,str,KAD,1963-1965,"Haugland, Jens (1910-1991) str JD 1955-1963, str KAD 1963-1965",
Haugland,Valgerd Svarstad,1956-,str,BFD,1997-2000,"Haugland, Valgerd Svarstad (1956-) str BFD 1997-2000, str KD 2001, str KKD 2002-2005",
Haugland,Valgerd Svarstad,1956-,str,KD,2001,"Haugland, Valgerd Svarstad (1956-) str BFD 1997-2000, str KD 2001, str KKD 2002-2005",
Haugland,Valgerd Svarstad,1956-,str,KKD,2002-2005,"Haugland, Valgerd Svarstad (1956-) str BFD 1997-2000, str KD 2001, str KKD 2002-2005",
Hauglie,Anniken,1973-,pol rådg,SOS,2003-2004,"Hauglie, Anniken (1973-) pol rådg SOS 2003-2004",
Haugsnes,Marianne Seip,1948-,stsekr,AAD,2000-2001,"Haugsnes, Marianne Seip (1948-) stsekr AAD 2000-2001",
Haugstad,Bjørn,1969-,stsekr,KUF (und),2001,"Haugstad, Bjørn (1969-) stsekr KUF (und) 2001, stsekr UFD 2002-2005,stsekr KD 2013-",
Haugstad,Bjørn,1969-,stsekr,UFD,2002-2005,"Haugstad, Bjørn (1969-) stsekr KUF (und) 2001, stsekr UFD 2002-2005,stsekr KD 2013-",
Haugstad,Bjørn,1969-,stsekr,KD,2013-,"Haugstad, Bjørn (1969-) stsekr KUF (und) 2001, stsekr UFD 2002-2005,stsekr KD 2013-",
Haugstvedt,Asbjørn,1926-2008,str,HSD,1983-1986,"Haugstvedt, Asbjørn (1926-2008) str HSD 1983-1986, også nord samarbm 1983-1986",
Haugstvedt,Asbjørn,1926-2008,også nord samarbm,,1983,"Haugstvedt, Asbjørn (1926-2008) str HSD 1983-1986, også nord samarbm 1983-1986",
Haukvik,Olav,1928-1992,str,IND,1978-1979,"Haukvik, Olav (1928-1992) str IND 1978-1979",
Haxthausen,Frederik Gottschalck von,1750-1825,rr 1.,Dep,1814,"Haxthausen, Frederik Gottschalck von (1750-1825) rr 1. Dep 1814, str 1. Dep 1814, fstr 1814",
Haxthausen,Frederik Gottschalck von,1750-1825,str 1.,Dep,1814,"Haxthausen, Frederik Gottschalck von (1750-1825) rr 1. Dep 1814, str 1. Dep 1814, fstr 1814",
Haxthausen,Frederik Gottschalck von,1750-1825,fstr,,1814,"Haxthausen, Frederik Gottschalck von (1750-1825) rr 1. Dep 1814, str 1. Dep 1814, fstr 1814",
Hedstein,Alvhild,1966-,pol rådg,LD,2001-2004,"Hedstein, Alvhild (1966-) pol rådg LD 2001-2004",
Heen,Knut,1945-,pers sekr,OED,1973,"Heen, Knut (1945-) pers sekr OED 1973",
Heftye,Thomas Thomassen,1860-1921,str,FD,1903,"Heftye, Thomas Thomassen (1860-1921) str FD 1903, str FD 1908",
Heftye,Thomas Thomassen,1860-1921,str,FD,1908,"Heftye, Thomas Thomassen (1860-1921) str FD 1903, str FD 1908",
Hegermann,Diderik,1763-1835,str 6.,Dep,1814,"Hegermann, Diderik (1763-1835) str 6. Dep 1814, str 6. Dep 1814-1816",
Hegermann,Diderik,1763-1835,str 6.,Dep,1814-1816,"Hegermann, Diderik (1763-1835) str 6. Dep 1814, str 6. Dep 1814-1816",
Heggelund,Nina,1953-,pers sekr,OED,1981-1983,"Heggelund, Nina (1953-) pers sekr OED 1981-1983",
Heggem,Ola T.,1952-,stsekr,LMD,2005-2008,"Heggem, Ola T. (1952-)stsekr LMD 2005-2008, stsekr LMD 2008-2011",
Heggem,Ola T.,1952-,stsekr,LMD,2008-2011,"Heggem, Ola T. (1952-)stsekr LMD 2005-2008, stsekr LMD 2008-2011",
Heggheim,Ommund,1943-,stsekr,FD,1997-1999,"Heggheim, Ommund (1943-) stsekr FD 1997-1999",
Heiberg,Astrid Nøklebye,1936-,stsekr,SOS,1981-1985,"Heiberg, Astrid Nøklebye (1936-) stsekr SOS 1981-1985, str FAD 1986,stsekr HOD 2013-",
Heiberg,Astrid Nøklebye,1936-,str,FAD,1986,"Heiberg, Astrid Nøklebye (1936-) stsekr SOS 1981-1985, str FAD 1986,stsekr HOD 2013-",
Heiberg,Astrid Nøklebye,1936-,stsekr,HOD,2013-,"Heiberg, Astrid Nøklebye (1936-) stsekr SOS 1981-1985, str FAD 1986,stsekr HOD 2013-",
Heiene,Gunvor Reidun,1941-,stsekr,KUD (und),1989,"Heiene, Gunvor Reidun (1941-) stsekr KUD (und) 1989, stsekr UFD 1990",
Heiene,Gunvor Reidun,1941-,stsekr,UFD,1990,"Heiene, Gunvor Reidun (1941-) stsekr KUD (und) 1989, stsekr UFD 1990",
Hektoen,Jon Halvorsen,1860-1907,stmsekr,,1900,"Hektoen, Jon Halvorsen (1860-1907) stmsekr 1900-02",
Helgerud,Frode,1950-,pers sekr,IND,1983-1985,"Helgerud, Frode (1950-) pers sekr IND 1983-1985, pers rådg FIN 1985",
Helgerud,Frode,1950-,pers rådg,FIN,1985,"Helgerud, Frode (1950-) pers sekr IND 1983-1985, pers rådg FIN 1985",
Helgesen,Svein,1948-,stsekr,KUF,1997-2000,"Helgesen, Svein (1948-) stsekr KUF 1997-2000",
Helgesen,Vidar,1968-,stsekr,UD (u),2001-2005,"Helgesen, Vidar (1968-) stsekr UD (u) 2001-2005, str SMK og UD (EØS-EU) 2013-",
Helgesen,Vidar,1968-,str,SMK og UD (EØS-EU),2013-,"Helgesen, Vidar (1968-) stsekr UD (u) 2001-2005, str SMK og UD (EØS-EU) 2013-",
Helland,Alv Harald,1908-1976,rm,KUD,1945,"Helland, Alv Harald (1908-1976) rm KUD 1945",
Helland,Haktor,1940-,stsekr,SPlan og FIN (plan),1996,"Helland, Haktor (1940-) stsekr SPlan og FIN (plan) 1996, stsekr AD og FIN (plan) 1996",
